username, created_at, lng, lat, textAndreChandlerJr, Sun Jan 17 17:11:59 +0000 2021, -82.949623, 42.538802, I just wanna take the time out and just say THANK YOU GOD 🙇🏽‍♂️🙏🏽
Carolina_Wife, Sun Jan 17 17:12:09 +0000 2021, -83.173867, 32.678207, Whyyyyyyyyy does no one seem to believe me when I say that I know my child and what he wants and what his schedule… https://t.co/r8aW2Hqh3O
BarbSaints, Sun Jan 17 17:12:09 +0000 2021, -104.913296, 38.854907, @marcelamerino Guauuuuu!!!! De esa punta se avientan en paracaídas (salto base). Qué maravilla de lugar!!!! ♥️
Artmichaelhill, Sun Jan 17 17:12:09 +0000 2021, -75.422961, 40.101419, Just posted a photo @ Valley Forge National Historical Park https://t.co/eAELQ3aFSP
ODevBeckham, Sun Jan 17 17:12:09 +0000 2021, -104.787092, 41.135283, Anytime I lost something, I upgraded. From cars to jobs to relationships. You won’t ever catch me takin a L
calhogan57, Sun Jan 17 17:12:09 +0000 2021, -97.130289, 33.634366, Excellent!
AlexLaboda, Sun Jan 17 17:12:10 +0000 2021, -86.409610, 35.847420, 24 is the new 90
sportchevy, Sun Jan 17 17:12:10 +0000 2021, -76.947505, 39.081400, We love the McBride Family!!! CONGRATULATIONS Carly! #BeASportFanToo @ Sport Automotive https://t.co/c1vGN5ukOA
NasGamerMike412, Sun Jan 17 17:12:10 +0000 2021, -80.035332, 40.323391, @bobgrove91 When you said Wings, I thought it was an old team 😂😂😂😂
iJoshHammond, Sun Jan 17 17:12:10 +0000 2021, -111.737566, 33.405755, I’m about to get it on with this rump roast https://t.co/Hx8E9e6Olh
shansbargrill, Sun Jan 17 17:12:10 +0000 2021, -83.447680, 39.886540, Shansbargrill Wings #wings #shansbargrill #londonohio #londonoh @ Shansbargrill https://t.co/8Yr9ZL8hFg
Daksh_1804, Sun Jan 17 17:12:10 +0000 2021, -100.076888, 31.168893, I know ole wont do this but man vdb needs to come on, he is perfect for this gane
culdarko, Sun Jan 17 17:12:10 +0000 2021, -74.386972, 40.641888, @RexKwonDo92 If you told me 25 years ago that my screen would freeze on #LIVMUN I would have stabbed you. I mellowe… https://t.co/pUF43HIcny
Joelabrodsky, Sun Jan 17 17:12:10 +0000 2021, -87.732013, 41.833585, @emilymicheleL @IMPACT4HC @UChicagoMed Wearing a mask when immune. Thanks for proving it’s always been about virtue… https://t.co/4P6XU2yGJb
Veroh25418813, Sun Jan 17 17:12:10 +0000 2021, -84.439292, 42.284627, #LiveSundayExpo https://t.co/D7TcFx1vsz 2 Chronicles 7:14if my people, who are called by my name, will humble th… https://t.co/OUjHVaoT17
ttxty_, Sun Jan 17 17:12:10 +0000 2021, -76.886708, 38.872344, im boudda be so drunk 😩
pjolstead, Sun Jan 17 17:12:10 +0000 2021, -122.541455, 45.423340, @nhannahjones I hope you’ve seen this. https://t.co/q5s1cT9wLu
fastpathguru, Sun Jan 17 17:12:10 +0000 2021, -71.504117, 42.752970, @SethAbramson https://t.co/8CqYoZZSZ5
MachineGunLunn, Sun Jan 17 17:12:11 +0000 2021, -85.978600, 35.830522, @Calvin_Rayy Just preaching the truth on a Sunday
chinchlady701, Sun Jan 17 17:12:11 +0000 2021, -95.770195, 36.039305, @godfuckthefuck1 @JustinHooverAMC imagine thinking eating veggies n fruits isn’t the best way to be healthy but tha… https://t.co/MMDGz1wFDi
BuffaloPuma, Sun Jan 17 17:12:11 +0000 2021, -78.853563, 42.896230, Mental health is no laughing matter... gotta update some of these songs1st up: Neurodivergent Transistor
Elenaxox99, Sun Jan 17 17:12:11 +0000 2021, -81.490914, 41.519737, If I ever let you borrow a mechanical pencil in high school and you gave it back to me with the clip broken: I didn’t forget.
SheScream_DAVE, Sun Jan 17 17:12:11 +0000 2021, -81.411805, 41.655578, Ya white lol
David_Mapheleba, Sun Jan 17 17:12:11 +0000 2021, -73.968542, 40.780709, These late offside flags are ridiculously stupid
waseemmelhady, Sun Jan 17 17:12:11 +0000 2021, -80.651818, 27.986947, @MohmedH29062848 غلطة يابية معلش
AngelMa19270682, Sun Jan 17 17:12:12 +0000 2021, -115.061127, 36.184754, @zombie_reina @hallowe48291752 @TheForceFans1 Ugh, send her back. 🤣🤣🤣🤣
stryker2988, Sun Jan 17 17:12:12 +0000 2021, -72.884204, 40.906582, @The_Rogies Literally put my phone on speaker so she could hear pierogi streaming in the background to explain what… https://t.co/9cVrpU6e0F
AdelaVirginiaGo, Sun Jan 17 17:12:12 +0000 2021, -73.849441, 40.850347, @JulitaStew @PaulaUsero @ATRESplayer Imposible!
DanConWC, Sun Jan 17 17:12:12 +0000 2021, -118.080024, 33.993921, How do people even go to school to end up like this.
blackscorp1, Sun Jan 17 17:12:12 +0000 2021, -79.272570, 43.629311, @piccmeeprizes ❤❤❤
ScottMedlock3, Sun Jan 17 17:12:12 +0000 2021, -97.754724, 30.323346, Always awesome to turn on one of my favorite radio programs, @onthemedia, and get to hear one of my favorite people, @CaseyNewton !
bynsny, Sun Jan 17 17:12:12 +0000 2021, -78.636469, 43.866011, Ok
sonohedman, Sun Jan 17 17:12:12 +0000 2021, -82.442694, 27.996595, if you see me drunk at noon on a sunday mind you’re business
JyasiGalloway, Sun Jan 17 17:12:12 +0000 2021, -95.446486, 29.838495, Corona is real, the pandemic is fake wanna know why? Cause, I’m getting money nigga.
Lockieda, Sun Jan 17 17:12:12 +0000 2021, -78.822218, 43.830985, This is a good thing!
tmj_ind_manuf, Sun Jan 17 17:12:12 +0000 2021, -86.864732, 39.644490, At ULG Staffing we have created an environment where our employees are not just co-workers, but friends. We are the… https://t.co/ixJbi7AYEV
MayaPolley, Sun Jan 17 17:12:12 +0000 2021, -97.174205, 32.846725, @CourtneeRakel Lol that!!
pabloo_moncada, Sun Jan 17 17:12:13 +0000 2021, -98.245675, 26.240690, @DPEH20 Parece tardeada esa onda.
Angenette5, Sun Jan 17 17:12:12 +0000 2021, -84.539813, 39.137038, MAJOR UPDATE: lava lamp success! https://t.co/X6Qsore4kW
jtarbett, Sun Jan 17 17:12:13 +0000 2021, -113.492617, 53.555819, Forgot Laviolette was the Caps head coach now
tmj_TNC_retail, Sun Jan 17 17:12:13 +0000 2021, -85.276168, 34.978891, Dollar General is looking for teammates like you. See our latest #Retail job openings, including "ASST STORE MGR in… https://t.co/gaaMWamChG
Conddy_, Sun Jan 17 17:12:13 +0000 2021, -83.173867, 32.678207, Some days I wake up not wanting to talk to nb😂 I wish I could say dont take it personally but idc.
CoachAceM_, Sun Jan 17 17:12:13 +0000 2021, -118.411907, 34.020789, I’m not talking to anybody that’s not willing to listen.
emanzi, Sun Jan 17 17:12:13 +0000 2021, -82.208068, 27.858894, How many offsides is that now?
TheBratt16, Sun Jan 17 17:12:13 +0000 2021, -96.699604, 33.194651, 190 for a sew in and bitches is really paying that 😂 y’all getting robbed
TheInfamousPapi, Sun Jan 17 17:12:13 +0000 2021, -73.831187, 40.670879, I'll take unquestionable, never ending love over anything on this earth any day.
jmanuelherrerao, Sun Jan 17 17:12:13 +0000 2021, -111.498181, 28.969863, https://t.co/T0WxivStyw
LisaKeel9, Sun Jan 17 17:12:13 +0000 2021, -110.720675, 32.046129, @ElleWibble Me either
MyHomieLamar, Sun Jan 17 17:12:13 +0000 2021, -84.208466, 39.882031, I’ve seen @MrHTP Have his way on the baseline like this before lol
